aegis_path,subsystem,aegis_lines,reference_counterpart,reference_lines,match_reason,parity_action
aegis/builtin_skills/creative/comfyui/workflows/upscale_4x.json,skills-bundled,27,skills/creative/comfyui/workflows/upscale_4x.json,28,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/comfyui/workflows/wan_video_t2v.json,skills-bundled,69,skills/creative/comfyui/workflows/wan_video_t2v.json,70,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/design-md/SKILL.md,skills-bundled,199,skills/creative/design-md/SKILL.md,200,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/design-md/templates/starter.md,skills-bundled,99,skills/creative/design-md/templates/starter.md,100,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/excalidraw/SKILL.md,skills-bundled,199,skills/creative/excalidraw/SKILL.md,200,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/excalidraw/references/colors.md,skills-bundled,44,skills/creative/excalidraw/references/colors.md,45,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/excalidraw/references/dark-mode.md,skills-bundled,68,skills/creative/excalidraw/references/dark-mode.md,69,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/excalidraw/references/examples.md,skills-bundled,141,skills/creative/excalidraw/references/examples.md,142,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/excalidraw/scripts/upload.py,skills-bundled,133,skills/creative/excalidraw/scripts/upload.py,134,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/humanizer/SKILL.md,skills-bundled,578,skills/creative/humanizer/SKILL.md,579,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/README.md,skills-bundled,23,skills/creative/manim-video/README.md,24,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/SKILL.md,skills-bundled,269,skills/creative/manim-video/SKILL.md,270,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/animation-design-thinking.md,skills-bundled,161,skills/creative/manim-video/references/animation-design-thinking.md,162,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/animations.md,skills-bundled,282,skills/creative/manim-video/references/animations.md,283,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/camera-and-3d.md,skills-bundled,135,skills/creative/manim-video/references/camera-and-3d.md,136,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/decorations.md,skills-bundled,202,skills/creative/manim-video/references/decorations.md,203,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/equations.md,skills-bundled,216,skills/creative/manim-video/references/equations.md,217,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/graphs-and-data.md,skills-bundled,163,skills/creative/manim-video/references/graphs-and-data.md,164,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/mobjects.md,skills-bundled,333,skills/creative/manim-video/references/mobjects.md,334,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/paper-explainer.md,skills-bundled,255,skills/creative/manim-video/references/paper-explainer.md,256,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/production-quality.md,skills-bundled,190,skills/creative/manim-video/references/production-quality.md,191,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/rendering.md,skills-bundled,185,skills/creative/manim-video/references/rendering.md,186,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/scene-planning.md,skills-bundled,118,skills/creative/manim-video/references/scene-planning.md,119,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/troubleshooting.md,skills-bundled,135,skills/creative/manim-video/references/troubleshooting.md,136,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/updaters-and-trackers.md,skills-bundled,260,skills/creative/manim-video/references/updaters-and-trackers.md,261,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/references/visual-design.md,skills-bundled,124,skills/creative/manim-video/references/visual-design.md,125,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/manim-video/scripts/setup.sh,skills-bundled,14,skills/creative/manim-video/scripts/setup.sh,15,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/README.md,skills-bundled,64,skills/creative/p5js/README.md,65,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/SKILL.md,skills-bundled,556,skills/creative/p5js/SKILL.md,557,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/animation.md,skills-bundled,439,skills/creative/p5js/references/animation.md,440,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/color-systems.md,skills-bundled,352,skills/creative/p5js/references/color-systems.md,353,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/core-api.md,skills-bundled,410,skills/creative/p5js/references/core-api.md,411,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/export-pipeline.md,skills-bundled,566,skills/creative/p5js/references/export-pipeline.md,567,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/interaction.md,skills-bundled,398,skills/creative/p5js/references/interaction.md,399,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/shapes-and-geometry.md,skills-bundled,300,skills/creative/p5js/references/shapes-and-geometry.md,301,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/troubleshooting.md,skills-bundled,532,skills/creative/p5js/references/troubleshooting.md,533,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/typography.md,skills-bundled,302,skills/creative/p5js/references/typography.md,303,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/visual-effects.md,skills-bundled,895,skills/creative/p5js/references/visual-effects.md,896,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/references/webgl-and-3d.md,skills-bundled,423,skills/creative/p5js/references/webgl-and-3d.md,424,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/scripts/export-frames.js,skills-bundled,179,skills/creative/p5js/scripts/export-frames.js,180,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/scripts/render.sh,skills-bundled,108,skills/creative/p5js/scripts/render.sh,109,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/scripts/serve.sh,skills-bundled,28,skills/creative/p5js/scripts/serve.sh,29,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/scripts/setup.sh,skills-bundled,87,skills/creative/p5js/scripts/setup.sh,88,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/p5js/templates/viewer.html,skills-bundled,395,skills/creative/p5js/templates/viewer.html,395,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/SKILL.md,skills-bundled,214,skills/creative/popular-web-designs/SKILL.md,214,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/airbnb.md,skills-bundled,259,skills/creative/popular-web-designs/templates/airbnb.md,260,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/airtable.md,skills-bundled,102,skills/creative/popular-web-designs/templates/airtable.md,103,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/apple.md,skills-bundled,326,skills/creative/popular-web-designs/templates/apple.md,327,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/bmw.md,skills-bundled,193,skills/creative/popular-web-designs/templates/bmw.md,194,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/cal.md,skills-bundled,272,skills/creative/popular-web-designs/templates/cal.md,273,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/claude.md,skills-bundled,325,skills/creative/popular-web-designs/templates/claude.md,326,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/clay.md,skills-bundled,317,skills/creative/popular-web-designs/templates/clay.md,318,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/clickhouse.md,skills-bundled,294,skills/creative/popular-web-designs/templates/clickhouse.md,295,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/cohere.md,skills-bundled,279,skills/creative/popular-web-designs/templates/cohere.md,280,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/coinbase.md,skills-bundled,142,skills/creative/popular-web-designs/templates/coinbase.md,143,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/composio.md,skills-bundled,320,skills/creative/popular-web-designs/templates/composio.md,321,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/cursor.md,skills-bundled,322,skills/creative/popular-web-designs/templates/cursor.md,323,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/elevenlabs.md,skills-bundled,278,skills/creative/popular-web-designs/templates/elevenlabs.md,279,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/expo.md,skills-bundled,294,skills/creative/popular-web-designs/templates/expo.md,295,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/figma.md,skills-bundled,233,skills/creative/popular-web-designs/templates/figma.md,234,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/framer.md,skills-bundled,259,skills/creative/popular-web-designs/templates/framer.md,260,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/hashicorp.md,skills-bundled,291,skills/creative/popular-web-designs/templates/hashicorp.md,292,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/ibm.md,skills-bundled,345,skills/creative/popular-web-designs/templates/ibm.md,346,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/intercom.md,skills-bundled,159,skills/creative/popular-web-designs/templates/intercom.md,160,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/kraken.md,skills-bundled,138,skills/creative/popular-web-designs/templates/kraken.md,139,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/linear.app.md,skills-bundled,380,skills/creative/popular-web-designs/templates/linear.app.md,381,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/lovable.md,skills-bundled,311,skills/creative/popular-web-designs/templates/lovable.md,312,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/minimax.md,skills-bundled,270,skills/creative/popular-web-designs/templates/minimax.md,271,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/mintlify.md,skills-bundled,339,skills/creative/popular-web-designs/templates/mintlify.md,340,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/miro.md,skills-bundled,121,skills/creative/popular-web-designs/templates/miro.md,122,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/mistral.ai.md,skills-bundled,274,skills/creative/popular-web-designs/templates/mistral.ai.md,275,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/mongodb.md,skills-bundled,279,skills/creative/popular-web-designs/templates/mongodb.md,280,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/notion.md,skills-bundled,322,skills/creative/popular-web-designs/templates/notion.md,323,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/nvidia.md,skills-bundled,306,skills/creative/popular-web-designs/templates/nvidia.md,307,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/ollama.md,skills-bundled,280,skills/creative/popular-web-designs/templates/ollama.md,281,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/opencode.ai.md,skills-bundled,294,skills/creative/popular-web-designs/templates/opencode.ai.md,295,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/pinterest.md,skills-bundled,243,skills/creative/popular-web-designs/templates/pinterest.md,244,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/posthog.md,skills-bundled,269,skills/creative/popular-web-designs/templates/posthog.md,270,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/raycast.md,skills-bundled,281,skills/creative/popular-web-designs/templates/raycast.md,282,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/replicate.md,skills-bundled,274,skills/creative/popular-web-designs/templates/replicate.md,275,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/resend.md,skills-bundled,316,skills/creative/popular-web-designs/templates/resend.md,317,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/revolut.md,skills-bundled,198,skills/creative/popular-web-designs/templates/revolut.md,199,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/runwayml.md,skills-bundled,257,skills/creative/popular-web-designs/templates/runwayml.md,258,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/sanity.md,skills-bundled,370,skills/creative/popular-web-designs/templates/sanity.md,371,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/sentry.md,skills-bundled,275,skills/creative/popular-web-designs/templates/sentry.md,276,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/spacex.md,skills-bundled,207,skills/creative/popular-web-designs/templates/spacex.md,208,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/spotify.md,skills-bundled,259,skills/creative/popular-web-designs/templates/spotify.md,260,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/stripe.md,skills-bundled,335,skills/creative/popular-web-designs/templates/stripe.md,336,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/supabase.md,skills-bundled,268,skills/creative/popular-web-designs/templates/supabase.md,269,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/superhuman.md,skills-bundled,265,skills/creative/popular-web-designs/templates/superhuman.md,266,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/together.ai.md,skills-bundled,276,skills/creative/popular-web-designs/templates/together.ai.md,277,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/uber.md,skills-bundled,308,skills/creative/popular-web-designs/templates/uber.md,309,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/vercel.md,skills-bundled,323,skills/creative/popular-web-designs/templates/vercel.md,324,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/voltagent.md,skills-bundled,336,skills/creative/popular-web-designs/templates/voltagent.md,337,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/warp.md,skills-bundled,266,skills/creative/popular-web-designs/templates/warp.md,267,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/webflow.md,skills-bundled,105,skills/creative/popular-web-designs/templates/webflow.md,106,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/wise.md,skills-bundled,186,skills/creative/popular-web-designs/templates/wise.md,187,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/x.ai.md,skills-bundled,270,skills/creative/popular-web-designs/templates/x.ai.md,271,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/zapier.md,skills-bundled,341,skills/creative/popular-web-designs/templates/zapier.md,342,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/pretext/SKILL.md,skills-bundled,220,skills/creative/pretext/SKILL.md,221,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/pretext/references/patterns.md,skills-bundled,258,skills/creative/pretext/references/patterns.md,259,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/pretext/templates/donut-orbit.html,skills-bundled,1468,skills/creative/pretext/templates/donut-orbit.html,1469,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/pretext/templates/hello-orb-flow.html,skills-bundled,95,skills/creative/pretext/templates/hello-orb-flow.html,96,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/sketch/SKILL.md,skills-bundled,218,skills/creative/sketch/SKILL.md,219,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/songwriting-and-ai-music/SKILL.md,skills-bundled,287,skills/creative/songwriting-and-ai-music/SKILL.md,288,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/SKILL.md,skills-bundled,356,skills/creative/touchdesigner-mcp/SKILL.md,357,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/3d-scene.md,skills-bundled,275,skills/creative/touchdesigner-mcp/references/3d-scene.md,276,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/animation.md,skills-bundled,221,skills/creative/touchdesigner-mcp/references/animation.md,222,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/audio-reactive.md,skills-bundled,175,skills/creative/touchdesigner-mcp/references/audio-reactive.md,176,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/dat-scripting.md,skills-bundled,352,skills/creative/touchdesigner-mcp/references/dat-scripting.md,353,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/external-data.md,skills-bundled,322,skills/creative/touchdesigner-mcp/references/external-data.md,323,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/geometry-comp.md,skills-bundled,121,skills/creative/touchdesigner-mcp/references/geometry-comp.md,122,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/glsl.md,skills-bundled,151,skills/creative/touchdesigner-mcp/references/glsl.md,152,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/layout-compositor.md,skills-bundled,131,skills/creative/touchdesigner-mcp/references/layout-compositor.md,132,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/mcp-tools.md,skills-bundled,382,skills/creative/touchdesigner-mcp/references/mcp-tools.md,383,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/midi-osc.md,skills-bundled,211,skills/creative/touchdesigner-mcp/references/midi-osc.md,212,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/network-patterns.md,skills-bundled,966,skills/creative/touchdesigner-mcp/references/network-patterns.md,967,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/operator-tips.md,skills-bundled,106,skills/creative/touchdesigner-mcp/references/operator-tips.md,107,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/operators.md,skills-bundled,239,skills/creative/touchdesigner-mcp/references/operators.md,240,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/panel-ui.md,skills-bundled,281,skills/creative/touchdesigner-mcp/references/panel-ui.md,282,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/particles.md,skills-bundled,245,skills/creative/touchdesigner-mcp/references/particles.md,246,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/pitfalls.md,skills-bundled,704,skills/creative/touchdesigner-mcp/references/pitfalls.md,704,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/postfx.md,skills-bundled,183,skills/creative/touchdesigner-mcp/references/postfx.md,184,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/projection-mapping.md,skills-bundled,211,skills/creative/touchdesigner-mcp/references/projection-mapping.md,212,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/python-api.md,skills-bundled,463,skills/creative/touchdesigner-mcp/references/python-api.md,464,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/replicator.md,skills-bundled,198,skills/creative/touchdesigner-mcp/references/replicator.md,199,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/troubleshooting.md,skills-bundled,244,skills/creative/touchdesigner-mcp/references/troubleshooting.md,245,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/scripts/setup.sh,skills-bundled,115,skills/creative/touchdesigner-mcp/scripts/setup.sh,116,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/data-analysis/SKILL.md,skills-bundled,47,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in AEGIS skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
