aegis_path,subsystem,phase,status,evidence,notes
aegis/builtin_skills/creative/manim-video/references/updaters-and-trackers.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/manim-video/references/visual-design.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/manim-video/scripts/setup.sh,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/p5js/README.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/p5js/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/p5js/references/animation.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/p5js/references/color-systems.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/p5js/references/core-api.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/p5js/references/export-pipeline.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/p5js/references/interaction.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/p5js/references/shapes-and-geometry.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/p5js/references/troubleshooting.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/p5js/references/typography.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/p5js/references/visual-effects.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/p5js/references/webgl-and-3d.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/p5js/scripts/export-frames.js,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/p5js/scripts/render.sh,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/p5js/scripts/serve.sh,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/p5js/scripts/setup.sh,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/p5js/templates/viewer.html,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/airbnb.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/airtable.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/apple.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/bmw.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/cal.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/claude.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/clay.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/clickhouse.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/cohere.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/coinbase.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/composio.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/cursor.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/elevenlabs.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/expo.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/figma.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/framer.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/hashicorp.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/ibm.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/intercom.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/kraken.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/linear.app.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/lovable.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/minimax.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/mintlify.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/miro.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/mistral.ai.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/mongodb.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/notion.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/nvidia.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/ollama.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/opencode.ai.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/pinterest.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/posthog.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/raycast.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/replicate.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/resend.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/revolut.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/runwayml.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/sanity.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/sentry.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/spacex.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/spotify.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/stripe.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/supabase.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/superhuman.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/together.ai.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/uber.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/vercel.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/voltagent.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/warp.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/webflow.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/wise.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/x.ai.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/popular-web-designs/templates/zapier.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/pretext/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/pretext/references/patterns.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/pretext/templates/donut-orbit.html,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/pretext/templates/hello-orb-flow.html,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/sketch/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/songwriting-and-ai-music/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/3d-scene.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/animation.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/audio-reactive.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/dat-scripting.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/external-data.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/geometry-comp.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/glsl.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/layout-compositor.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/mcp-tools.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/midi-osc.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/network-patterns.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/operator-tips.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/operators.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/panel-ui.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/particles.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/pitfalls.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/postfx.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/projection-mapping.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/python-api.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/replicator.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/references/troubleshooting.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/creative/touchdesigner-mcp/scripts/setup.sh,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/data-analysis/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
