aegis_path,subsystem,aegis_lines,hermes_counterpart,hermes_lines,match_reason,parity_action
aegis/builtin_skills/creative/popular-web-designs/templates/cursor.md,skills-bundled,323,skills/creative/popular-web-designs/templates/cursor.md,323,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/elevenlabs.md,skills-bundled,279,skills/creative/popular-web-designs/templates/elevenlabs.md,279,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/expo.md,skills-bundled,295,skills/creative/popular-web-designs/templates/expo.md,295,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/figma.md,skills-bundled,234,skills/creative/popular-web-designs/templates/figma.md,234,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/framer.md,skills-bundled,260,skills/creative/popular-web-designs/templates/framer.md,260,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/hashicorp.md,skills-bundled,292,skills/creative/popular-web-designs/templates/hashicorp.md,292,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/ibm.md,skills-bundled,346,skills/creative/popular-web-designs/templates/ibm.md,346,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/intercom.md,skills-bundled,160,skills/creative/popular-web-designs/templates/intercom.md,160,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/kraken.md,skills-bundled,139,skills/creative/popular-web-designs/templates/kraken.md,139,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/linear.app.md,skills-bundled,381,skills/creative/popular-web-designs/templates/linear.app.md,381,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/lovable.md,skills-bundled,312,skills/creative/popular-web-designs/templates/lovable.md,312,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/minimax.md,skills-bundled,271,skills/creative/popular-web-designs/templates/minimax.md,271,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/mintlify.md,skills-bundled,340,skills/creative/popular-web-designs/templates/mintlify.md,340,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/miro.md,skills-bundled,122,skills/creative/popular-web-designs/templates/miro.md,122,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/mistral.ai.md,skills-bundled,275,skills/creative/popular-web-designs/templates/mistral.ai.md,275,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/mongodb.md,skills-bundled,280,skills/creative/popular-web-designs/templates/mongodb.md,280,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/notion.md,skills-bundled,323,skills/creative/popular-web-designs/templates/notion.md,323,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/nvidia.md,skills-bundled,307,skills/creative/popular-web-designs/templates/nvidia.md,307,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/ollama.md,skills-bundled,281,skills/creative/popular-web-designs/templates/ollama.md,281,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/opencode.ai.md,skills-bundled,295,skills/creative/popular-web-designs/templates/opencode.ai.md,295,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/pinterest.md,skills-bundled,244,skills/creative/popular-web-designs/templates/pinterest.md,244,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/posthog.md,skills-bundled,270,skills/creative/popular-web-designs/templates/posthog.md,270,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/raycast.md,skills-bundled,282,skills/creative/popular-web-designs/templates/raycast.md,282,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/replicate.md,skills-bundled,275,skills/creative/popular-web-designs/templates/replicate.md,275,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/resend.md,skills-bundled,317,skills/creative/popular-web-designs/templates/resend.md,317,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/revolut.md,skills-bundled,199,skills/creative/popular-web-designs/templates/revolut.md,199,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/runwayml.md,skills-bundled,258,skills/creative/popular-web-designs/templates/runwayml.md,258,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/sanity.md,skills-bundled,371,skills/creative/popular-web-designs/templates/sanity.md,371,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/sentry.md,skills-bundled,276,skills/creative/popular-web-designs/templates/sentry.md,276,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/spacex.md,skills-bundled,208,skills/creative/popular-web-designs/templates/spacex.md,208,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/spotify.md,skills-bundled,260,skills/creative/popular-web-designs/templates/spotify.md,260,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/stripe.md,skills-bundled,336,skills/creative/popular-web-designs/templates/stripe.md,336,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/supabase.md,skills-bundled,269,skills/creative/popular-web-designs/templates/supabase.md,269,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/superhuman.md,skills-bundled,266,skills/creative/popular-web-designs/templates/superhuman.md,266,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/together.ai.md,skills-bundled,277,skills/creative/popular-web-designs/templates/together.ai.md,277,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/uber.md,skills-bundled,309,skills/creative/popular-web-designs/templates/uber.md,309,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/vercel.md,skills-bundled,324,skills/creative/popular-web-designs/templates/vercel.md,324,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/voltagent.md,skills-bundled,337,skills/creative/popular-web-designs/templates/voltagent.md,337,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/warp.md,skills-bundled,267,skills/creative/popular-web-designs/templates/warp.md,267,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/webflow.md,skills-bundled,106,skills/creative/popular-web-designs/templates/webflow.md,106,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/wise.md,skills-bundled,187,skills/creative/popular-web-designs/templates/wise.md,187,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/x.ai.md,skills-bundled,271,skills/creative/popular-web-designs/templates/x.ai.md,271,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/popular-web-designs/templates/zapier.md,skills-bundled,342,skills/creative/popular-web-designs/templates/zapier.md,342,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/pretext/SKILL.md,skills-bundled,221,skills/creative/pretext/SKILL.md,221,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/pretext/references/patterns.md,skills-bundled,259,skills/creative/pretext/references/patterns.md,259,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/pretext/templates/donut-orbit.html,skills-bundled,1469,skills/creative/pretext/templates/donut-orbit.html,1469,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/pretext/templates/hello-orb-flow.html,skills-bundled,96,skills/creative/pretext/templates/hello-orb-flow.html,96,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/sketch/SKILL.md,skills-bundled,219,skills/creative/sketch/SKILL.md,219,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/songwriting-and-ai-music/SKILL.md,skills-bundled,288,skills/creative/songwriting-and-ai-music/SKILL.md,288,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/SKILL.md,skills-bundled,357,skills/creative/touchdesigner-mcp/SKILL.md,357,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/3d-scene.md,skills-bundled,276,skills/creative/touchdesigner-mcp/references/3d-scene.md,276,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/animation.md,skills-bundled,222,skills/creative/touchdesigner-mcp/references/animation.md,222,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/audio-reactive.md,skills-bundled,176,skills/creative/touchdesigner-mcp/references/audio-reactive.md,176,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/dat-scripting.md,skills-bundled,353,skills/creative/touchdesigner-mcp/references/dat-scripting.md,353,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/external-data.md,skills-bundled,323,skills/creative/touchdesigner-mcp/references/external-data.md,323,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/geometry-comp.md,skills-bundled,122,skills/creative/touchdesigner-mcp/references/geometry-comp.md,122,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/glsl.md,skills-bundled,152,skills/creative/touchdesigner-mcp/references/glsl.md,152,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/layout-compositor.md,skills-bundled,132,skills/creative/touchdesigner-mcp/references/layout-compositor.md,132,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/mcp-tools.md,skills-bundled,383,skills/creative/touchdesigner-mcp/references/mcp-tools.md,383,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/midi-osc.md,skills-bundled,212,skills/creative/touchdesigner-mcp/references/midi-osc.md,212,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/network-patterns.md,skills-bundled,967,skills/creative/touchdesigner-mcp/references/network-patterns.md,967,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/operator-tips.md,skills-bundled,107,skills/creative/touchdesigner-mcp/references/operator-tips.md,107,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/operators.md,skills-bundled,240,skills/creative/touchdesigner-mcp/references/operators.md,240,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/panel-ui.md,skills-bundled,282,skills/creative/touchdesigner-mcp/references/panel-ui.md,282,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/particles.md,skills-bundled,246,skills/creative/touchdesigner-mcp/references/particles.md,246,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/pitfalls.md,skills-bundled,704,skills/creative/touchdesigner-mcp/references/pitfalls.md,704,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/postfx.md,skills-bundled,184,skills/creative/touchdesigner-mcp/references/postfx.md,184,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/projection-mapping.md,skills-bundled,212,skills/creative/touchdesigner-mcp/references/projection-mapping.md,212,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/python-api.md,skills-bundled,464,skills/creative/touchdesigner-mcp/references/python-api.md,464,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/replicator.md,skills-bundled,199,skills/creative/touchdesigner-mcp/references/replicator.md,199,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/references/troubleshooting.md,skills-bundled,245,skills/creative/touchdesigner-mcp/references/troubleshooting.md,245,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/creative/touchdesigner-mcp/scripts/setup.sh,skills-bundled,116,skills/creative/touchdesigner-mcp/scripts/setup.sh,116,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/data-analysis/SKILL.md,skills-bundled,48,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/db-migration/SKILL.md,skills-bundled,52,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/debugging/SKILL.md,skills-bundled,44,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/dependency-upgrade/SKILL.md,skills-bundled,47,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/devops/kanban-orchestrator/SKILL.md,skills-bundled,215,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/devops/kanban-worker/SKILL.md,skills-bundled,194,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/diagram/SKILL.md,skills-bundled,45,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/dockerize/SKILL.md,skills-bundled,69,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/docx/SKILL.md,skills-bundled,59,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/email-triage/SKILL.md,skills-bundled,26,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/expense-summary/SKILL.md,skills-bundled,26,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/frontend-design/SKILL.md,skills-bundled,52,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/github-actions/SKILL.md,skills-bundled,58,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/github/SKILL.md,skills-bundled,35,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/incident-response/SKILL.md,skills-bundled,44,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/kubernetes/SKILL.md,skills-bundled,76,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/llm-evaluation/SKILL.md,skills-bundled,48,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/media-processing/SKILL.md,skills-bundled,50,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/meeting-notes/SKILL.md,skills-bundled,27,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/pdf/SKILL.md,skills-bundled,29,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/performance-profiling/SKILL.md,skills-bundled,49,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/pptx/SKILL.md,skills-bundled,55,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/DESCRIPTION.md,skills-bundled,4,skills/productivity/DESCRIPTION.md,4,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/airtable/SKILL.md,skills-bundled,230,skills/productivity/airtable/SKILL.md,230,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/google-workspace/SKILL.md,skills-bundled,336,skills/productivity/google-workspace/SKILL.md,336,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/google-workspace/references/gmail-search-syntax.md,skills-bundled,64,skills/productivity/google-workspace/references/gmail-search-syntax.md,64,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/google-workspace/scripts/_aegis_home.py,skills-bundled,43,skills/ or optional-skills/ (no exact path),,skill content needs catalog mapping,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/google-workspace/scripts/google_api.py,skills-bundled,1226,skills/productivity/google-workspace/scripts/google_api.py,1226,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/google-workspace/scripts/gws_bridge.py,skills-bundled,112,skills/productivity/google-workspace/scripts/gws_bridge.py,112,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/google-workspace/scripts/setup.py,skills-bundled,482,skills/productivity/google-workspace/scripts/setup.py,482,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/maps/SKILL.md,skills-bundled,196,skills/productivity/maps/SKILL.md,196,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/maps/scripts/maps_client.py,skills-bundled,1298,skills/productivity/maps/scripts/maps_client.py,1298,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/nano-pdf/SKILL.md,skills-bundled,53,skills/productivity/nano-pdf/SKILL.md,53,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/notion/SKILL.md,skills-bundled,449,skills/productivity/notion/SKILL.md,449,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/notion/references/block-types.md,skills-bundled,113,skills/productivity/notion/references/block-types.md,113,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/ocr-and-documents/DESCRIPTION.md,skills-bundled,4,skills/productivity/ocr-and-documents/DESCRIPTION.md,4,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/ocr-and-documents/SKILL.md,skills-bundled,173,skills/productivity/ocr-and-documents/SKILL.md,173,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/ocr-and-documents/scripts/extract_marker.py,skills-bundled,88,skills/productivity/ocr-and-documents/scripts/extract_marker.py,88,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/ocr-and-documents/scripts/extract_pymupdf.py,skills-bundled,99,skills/productivity/ocr-and-documents/scripts/extract_pymupdf.py,99,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/SKILL.md,skills-bundled,238,skills/productivity/powerpoint/SKILL.md,238,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/editing.md,skills-bundled,206,skills/productivity/powerpoint/editing.md,206,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/pptxgenjs.md,skills-bundled,421,skills/productivity/powerpoint/pptxgenjs.md,421,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/scripts/__init__.py,skills-bundled,1,skills/productivity/powerpoint/scripts/__init__.py,1,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/scripts/add_slide.py,skills-bundled,196,skills/productivity/powerpoint/scripts/add_slide.py,196,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/scripts/clean.py,skills-bundled,287,skills/productivity/powerpoint/scripts/clean.py,287,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/scripts/office/helpers/__init__.py,skills-bundled,1,skills/productivity/powerpoint/scripts/office/helpers/__init__.py,1,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/scripts/office/helpers/merge_runs.py,skills-bundled,200,skills/productivity/powerpoint/scripts/office/helpers/merge_runs.py,200,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/scripts/office/helpers/simplify_redlines.py,skills-bundled,198,skills/productivity/powerpoint/scripts/office/helpers/simplify_redlines.py,198,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/powerpoint/scripts/office/pack.py,skills-bundled,160,skills/productivity/powerpoint/scripts/office/pack.py,160,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/productivity/teams-meeting-pipeline/SKILL.md,skills-bundled,117,skills/productivity/teams-meeting-pipeline/SKILL.md,117,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/refactor/SKILL.md,skills-bundled,41,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/regex/SKILL.md,skills-bundled,48,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/research-report/SKILL.md,skills-bundled,27,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
